State,Year,Quarter,HPI
LA,2000,2,160.72
LA,2000,3,162.63
LA,2000,4,164.02
LA,2001,1,168.26
LA,2001,2,169.98
LA,2001,3,171.56
LA,2001,4,173.17
LA,2002,1,174.17
LA,2002,2,175.57
LA,2002,3,178.62
LA,2002,4,181.25
LA,2003,1,183.23
LA,2003,2,185.11
LA,2003,3,186.82
LA,2003,4,189.93
LA,2004,1,192.06
LA,2004,2,195.01
LA,2004,3,198.28
LA,2004,4,200.96
LA,2005,1,203.2
LA,2005,2,207.42
LA,2005,3,211.39
LA,2005,4,218.53
LA,2006,1,225.11
LA,2006,2,231
LA,2006,3,235.84
LA,2006,4,239.65
LA,2007,1,242.22
LA,2007,2,244.66
LA,2007,3,245.85
LA,2007,4,246.79
LA,2008,1,247.39
LA,2008,2,247.05
LA,2008,3,243.96
LA,2008,4,244.74
LA,2009,1,247.98
LA,2009,2,246.17
LA,2009,3,242.78
LA,2009,4,243.1
LA,2010,1,240.92
LA,2010,2,239.69
LA,2010,3,242.66
LA,2010,4,242.16
LA,2011,1,238.58
LA,2011,2,237.56
LA,2011,3,237.81
LA,2011,4,240.8
LA,2012,1,239.58
LA,2012,2,240.12
LA,2012,3,243.75
LA,2012,4,243.7
LA,2013,1,243.26
LA,2013,2,244.75
LA,2013,3,246.45
LA,2013,4,246.02
LA,2014,1,246.89
LA,2014,2,249.46
LA,2014,3,253.24
LA,2014,4,253.81
LA,2015,1,257.27
LA,2015,2,259.46
LA,2015,3,262.32
LA,2015,4,262.58
LA,2016,1,265.29
LA,2016,2,268.82
LA,2016,3,271.24
LA,2016,4,272.74
LA,2017,1,271.26
LA,2017,2,274.89
LA,2017,3,278.5
LA,2017,4,279.61
LA,2018,1,279.67
LA,2018,2,280.24
LA,2018,3,281.97
LA,2018,4,282.26
LA,2019,1,285.24
LA,2019,2,288.04
LA,2019,3,290.11
LA,2019,4,292.47
LA,2020,1,295.4
LA,2020,2,297.98
LA,2020,3,300.54
LA,2020,4,304.22
LA,2021,1,307.72
LA,2021,2,316.45
LA,2021,3,327.2
LA,2021,4,334.24
MA,1975,1,67.84
MA,1975,2,66.01
MA,1975,3,67.29
MA,1975,4,70.25
MA,1976,1,67.29
MA,1976,2,69.05
MA,1976,3,68.68
MA,1976,4,70.22
MA,1977,1,72.5
MA,1977,2,69.89
MA,1977,3,73.67
MA,1977,4,73.47
MA,1978,1,78.1
MA,1978,2,79.77
MA,1978,3,84.64
MA,1978,4,87.42
MA,1979,1,90.97
MA,1979,2,93.76
MA,1979,3,97.12
MA,1979,4,98.05
MA,1980,1,100
MA,1980,2,103.94
MA,1980,3,108.39
MA,1980,4,108.66
MA,1981,1,112.53
MA,1981,2,118.65
MA,1981,3,121.49
MA,1981,4,121.44
MA,1982,1,123.52
MA,1982,2,124.51
MA,1982,3,126.4
MA,1982,4,127.9
MA,1983,1,130.08
MA,1983,2,135.89
MA,1983,3,142.81
MA,1983,4,148.16
MA,1984,1,156.24
MA,1984,2,164.54
MA,1984,3,174.4
MA,1984,4,180.55
MA,1985,1,190.2
MA,1985,2,204.58
MA,1985,3,217.57
MA,1985,4,231.93
MA,1986,1,241.25
MA,1986,2,253.26
MA,1986,3,265.61
MA,1986,4,278.25
MA,1987,1,287.79
MA,1987,2,295.05
MA,1987,3,303.75
MA,1987,4,306.2
MA,1988,1,309.69
MA,1988,2,314.92
MA,1988,3,313.72
MA,1988,4,316.08
MA,1989,1,313.35
MA,1989,2,311.31
MA,1989,3,316.03
MA,1989,4,316.73
MA,1990,1,312.73
MA,1990,2,303.67
MA,1990,3,298.57
MA,1990,4,291.47
MA,1991,1,288.44
MA,1991,2,285.5
MA,1991,3,282.23
MA,1991,4,284.9
MA,1992,1,284.02
MA,1992,2,280.54
MA,1992,3,282.1
MA,1992,4,282.76
MA,1993,1,280.85
MA,1993,2,282.6
MA,1993,3,283.58
MA,1993,4,285.32
MA,1994,1,285.5
MA,1994,2,282.63
MA,1994,3,282.37
MA,1994,4,279.97
MA,1995,1,281.74
MA,1995,2,286.98
MA,1995,3,291.69
MA,1995,4,293.29
MA,1996,1,296.9
MA,1996,2,297.35
MA,1996,3,298.66
MA,1996,4,302.54
MA,1997,1,305.2
MA,1997,2,309.73
MA,1997,3,314.23
MA,1997,4,318.99
MA,1998,1,323.33
MA,1998,2,330.11
MA,1998,3,338.37
MA,1998,4,343.34
MA,1999,1,350.28
MA,1999,2,361.74
MA,1999,3,376.7
MA,1999,4,385.58
MA,2000,1,401.93
MA,2000,2,414.86
MA,2000,3,430.06
MA,2000,4,440.44
MA,2001,1,452.29
MA,2001,2,466.03
MA,2001,3,481.58
MA,2001,4,491.42
MA,2002,1,505.7
MA,2002,2,524.3
MA,2002,3,539.68
MA,2002,4,551.88
MA,2003,1,562.8
MA,2003,2,571.91
MA,2003,3,582.65
MA,2003,4,607.59
MA,2004,1,617.83
MA,2004,2,632.37
MA,2004,3,662.83
MA,2004,4,673.9
MA,2005,1,688.4
MA,2005,2,704.75
MA,2005,3,715.79
MA,2005,4,720.93
MA,2006,1,721.5
MA,2006,2,712.7
MA,2006,3,707.38
MA,2006,4,709.33
MA,2007,1,703.89
MA,2007,2,693.89
MA,2007,3,680.26
MA,2007,4,680.36
MA,2008,1,676.88
MA,2008,2,655.43
MA,2008,3,639.12
MA,2008,4,639.94
MA,2009,1,640.24
MA,2009,2,624.42
MA,2009,3,613.74
MA,2009,4,614.8
MA,2010,1,611.11
MA,2010,2,609.38
MA,2010,3,612.93
MA,2010,4,612.67
MA,2011,1,603.8
MA,2011,2,596.92
MA,2011,3,600.12
MA,2011,4,600.84
MA,2012,1,597.02
MA,2012,2,595.35
MA,2012,3,599.37
MA,2012,4,602.26
MA,2013,1,604.13
MA,2013,2,609.22
MA,2013,3,616.32
MA,2013,4,619.48
MA,2014,1,623.46
MA,2014,2,637.27
MA,2014,3,644.51
MA,2014,4,648.92
MA,2015,1,654.6
MA,2015,2,662.48
MA,2015,3,673.32
MA,2015,4,677.24
MA,2016,1,684.61
MA,2016,2,694.15
MA,2016,3,706.52
MA,2016,4,712.99
MA,2017,1,716.86
MA,2017,2,735.63
MA,2017,3,746.03
MA,2017,4,752.19
MA,2018,1,760.6
MA,2018,2,775.23
MA,2018,3,784.67
MA,2018,4,785.68
MA,2019,1,794.97
MA,2019,2,806.81
MA,2019,3,816.16
MA,2019,4,823.75
MA,2020,1,832.34
MA,2020,2,840.89
MA,2020,3,855.87
MA,2020,4,872.91
MA,2021,1,891.68
MA,2021,2,939.72
MA,2021,3,988.09
MA,2021,4,1010.42
MD,1975,1,61.88
MD,1975,2,62.36
MD,1975,3,65.08
MD,1975,4,66.77
MD,1976,1,67.17
MD,1976,2,69.8
MD,1976,3,70.58
MD,1976,4,71.71
MD,1977,1,72.15
MD,1977,2,73.45
MD,1977,3,76.65
MD,1977,4,77.16
MD,1978,1,81.86
MD,1978,2,83.37
MD,1978,3,85.78
MD,1978,4,88.31
MD,1979,1,91.04
MD,1979,2,94.76
MD,1979,3,96.86
MD,1979,4,98.15
MD,1980,1,100
MD,1980,2,103.1
MD,1980,3,104.92
MD,1980,4,107.59
MD,1981,1,110.59
MD,1981,2,112.88
MD,1981,3,111.3
MD,1981,4,114.32
MD,1982,1,106.94
MD,1982,2,108.36
MD,1982,3,106.72
MD,1982,4,110.92
MD,1983,1,113.48
MD,1983,2,115.52
MD,1983,3,116.7
MD,1983,4,118.12
MD,1984,1,118.79
MD,1984,2,122.8
MD,1984,3,124.22
MD,1984,4,124.69
MD,1985,1,126.71
MD,1985,2,128.6
MD,1985,3,130.84
MD,1985,4,131.08
MD,1986,1,133.73
MD,1986,2,137.58
MD,1986,3,141.05
MD,1986,4,144.79
MD,1987,1,148.93
MD,1987,2,153.28
MD,1987,3,160.12
MD,1987,4,162.52
MD,1988,1,167.94
MD,1988,2,173.86
MD,1988,3,179.48
MD,1988,4,183.72
MD,1989,1,188.32
MD,1989,2,193.07
MD,1989,3,196.58
MD,1989,4,199.81
MD,1990,1,202.2
MD,1990,2,202.85
MD,1990,3,203.87
MD,1990,4,202.68
MD,1991,1,204.05
MD,1991,2,206.2
MD,1991,3,205.61
MD,1991,4,209.63
MD,1992,1,210.4
MD,1992,2,209.05
MD,1992,3,211.01
MD,1992,4,211.69
MD,1993,1,211.13
MD,1993,2,211.8
MD,1993,3,212.49
MD,1993,4,213.34
MD,1994,1,213.73
MD,1994,2,211.65
MD,1994,3,209.7
MD,1994,4,207.89
MD,1995,1,207.98
MD,1995,2,210.75
MD,1995,3,213.18
MD,1995,4,214.72
MD,1996,1,217.33
MD,1996,2,214.91
MD,1996,3,213.15
MD,1996,4,215.7
MD,1997,1,216.49
MD,1997,2,215.43
MD,1997,3,217.28
MD,1997,4,219.8
MD,1998,1,222.54
MD,1998,2,222.32
MD,1998,3,223.63
MD,1998,4,225.83
MD,1999,1,228.31
MD,1999,2,229.2
MD,1999,3,231.23
MD,1999,4,233.84
MD,2000,1,238.28
MD,2000,2,240.84
MD,2000,3,245.26
MD,2000,4,249.07
MD,2001,1,254.8
MD,2001,2,259.79
MD,2001,3,266.67
MD,2001,4,270.98
MD,2002,1,277.75
MD,2002,2,286.88
MD,2002,3,295.81
MD,2002,4,301.84
MD,2003,1,307.63
MD,2003,2,314.28
MD,2003,3,323.85
MD,2003,4,341.37
MD,2004,1,350.89
MD,2004,2,367.34
MD,2004,3,394.32
MD,2004,4,407.88
MD,2005,1,426.03
MD,2005,2,451.87
MD,2005,3,475.29
MD,2005,4,494.45
MD,2006,1,508.03
MD,2006,2,518.45
MD,2006,3,525.49
MD,2006,4,532.28
MD,2007,1,533.98
MD,2007,2,534.99
MD,2007,3,527.29
MD,2007,4,524.4
MD,2008,1,516.35
MD,2008,2,498.55
MD,2008,3,478.3
MD,2008,4,471.15
MD,2009,1,466.47
MD,2009,2,448.32
MD,2009,3,437.18
MD,2009,4,429.59
MD,2010,1,426.32
MD,2010,2,421.04
MD,2010,3,426.47
MD,2010,4,422.38
MD,2011,1,409.58
MD,2011,2,401.54
MD,2011,3,407.6
MD,2011,4,409.45
MD,2012,1,403.59
MD,2012,2,399.65
MD,2012,3,405.11
MD,2012,4,406.57
MD,2013,1,406.59
MD,2013,2,410.35
MD,2013,3,411.97
MD,2013,4,412.58
MD,2014,1,413.93
MD,2014,2,420.51
MD,2014,3,423.26
MD,2014,4,426.96
MD,2015,1,429.43
MD,2015,2,432.33
MD,2015,3,432.38
MD,2015,4,433.5
MD,2016,1,437.29
MD,2016,2,442.05
MD,2016,3,447.67
MD,2016,4,449.26
MD,2017,1,447.1
MD,2017,2,455.35
MD,2017,3,458.97
MD,2017,4,461.69
MD,2018,1,464.43
MD,2018,2,468.69
MD,2018,3,469.47
MD,2018,4,467.52
MD,2019,1,472.37
MD,2019,2,480.22
MD,2019,3,485.22
MD,2019,4,486.9
MD,2020,1,492.19
MD,2020,2,496.69
MD,2020,3,503.16
MD,2020,4,512.49
MD,2021,1,523.87
MD,2021,2,548.35
MD,2021,3,570.54
MD,2021,4,582.63
ME,1975,1,60.96
ME,1975,2,88.24
ME,1975,3,68.41
ME,1975,4,71.14
ME,1976,1,55.75
ME,1976,2,70.01
ME,1976,3,83.58
ME,1976,4,70.65
ME,1977,1,74.59
ME,1977,2,80.78
ME,1977,3,81.56
ME,1977,4,86.59
ME,1978,1,82.54
ME,1978,2,91.62
ME,1978,3,90.32
ME,1978,4,94.32
ME,1979,1,104.15
ME,1979,2,103.13
ME,1979,3,97.97
ME,1979,4,105.47
ME,1980,1,100
ME,1980,2,104.46
ME,1980,3,109.39
ME,1980,4,105.78
ME,1981,1,119.27
ME,1981,2,113.73
ME,1981,3,108.75
ME,1981,4,117.46
ME,1982,1,105.2
ME,1982,2,114.27
ME,1982,3,109.77
ME,1982,4,113.1
ME,1983,1,114.17
ME,1983,2,119.68
ME,1983,3,125.35
ME,1983,4,131.09
ME,1984,1,132.33
ME,1984,2,138.69
ME,1984,3,142.6
ME,1984,4,140.14
ME,1985,1,145.77
ME,1985,2,150.39
ME,1985,3,156.31
ME,1985,4,164.39
ME,1986,1,167.2
ME,1986,2,173.22
ME,1986,3,180.6
ME,1986,4,188.72
ME,1987,1,196.08
ME,1987,2,203.93
ME,1987,3,214.19
ME,1987,4,221.85
ME,1988,1,227.69
ME,1988,2,229.5
ME,1988,3,236.46
ME,1988,4,237.49
ME,1989,1,238.85
ME,1989,2,241.82
ME,1989,3,244.25
ME,1989,4,246.44
ME,1990,1,243.35
ME,1990,2,238.82
ME,1990,3,234.63
ME,1990,4,236.95
ME,1991,1,230.47
ME,1991,2,233.64
ME,1991,3,229.82
ME,1991,4,232.35
ME,1992,1,233.72
ME,1992,2,228.91
ME,1992,3,229.91
ME,1992,4,231.46
ME,1993,1,228.23
ME,1993,2,231.12
ME,1993,3,229.44
ME,1993,4,231.56
ME,1994,1,231.45
ME,1994,2,225.46
ME,1994,3,224.02
ME,1994,4,220.43
ME,1995,1,222.58
ME,1995,2,225.87
ME,1995,3,230.14
ME,1995,4,230.45
ME,1996,1,235.65
ME,1996,2,232.82
ME,1996,3,232.22
ME,1996,4,235.88
ME,1997,1,234.56
ME,1997,2,236.81
ME,1997,3,240.19
ME,1997,4,243.73
ME,1998,1,247.06
ME,1998,2,248.98
ME,1998,3,252.11
ME,1998,4,255.66
ME,1999,1,258.21
ME,1999,2,263.82
ME,1999,3,269.47
ME,1999,4,272.04
ME,2000,1,277.76
ME,2000,2,285.4
ME,2000,3,291.89
ME,2000,4,297.68
ME,2001,1,306.19
ME,2001,2,312.02
ME,2001,3,321.33
ME,2001,4,326.3
ME,2002,1,333.55
ME,2002,2,343.99
ME,2002,3,353.76
ME,2002,4,360.22
ME,2003,1,366.97
ME,2003,2,372.24
ME,2003,3,383.03
ME,2003,4,397.3
ME,2004,1,406.46
ME,2004,2,418.14
ME,2004,3,438.01
ME,2004,4,447.29
ME,2005,1,460.24
ME,2005,2,470.57
ME,2005,3,482.85
ME,2005,4,490.48
ME,2006,1,494.85
ME,2006,2,492.16
ME,2006,3,495.35
ME,2006,4,502.91
ME,2007,1,506.2
ME,2007,2,502.73
ME,2007,3,499.71
ME,2007,4,505.85
ME,2008,1,508.01
ME,2008,2,499.95
ME,2008,3,488.29
ME,2008,4,484.98
ME,2009,1,489.53
ME,2009,2,478.56
ME,2009,3,467.71
ME,2009,4,462.56
ME,2010,1,459.54
ME,2010,2,453.82
ME,2010,3,459.23
ME,2010,4,460.19
ME,2011,1,452.66
ME,2011,2,445.13
ME,2011,3,448.86
ME,2011,4,451.62
ME,2012,1,446.61
ME,2012,2,442.15
ME,2012,3,443.19
ME,2012,4,444.01
ME,2013,1,446.83
ME,2013,2,448.94
ME,2013,3,445.93
ME,2013,4,443.96
ME,2014,1,446.02
ME,2014,2,449.9
ME,2014,3,457.61
ME,2014,4,455.78
ME,2015,1,461.92
ME,2015,2,464.7
ME,2015,3,467.02
ME,2015,4,470.36
ME,2016,1,474.31
ME,2016,2,478.31
ME,2016,3,488.94
ME,2016,4,493.16
ME,2017,1,496.95
ME,2017,2,501.44
ME,2017,3,511.14
ME,2017,4,516.8
ME,2018,1,522.67
ME,2018,2,531.87
ME,2018,3,538.98
ME,2018,4,541.22
ME,2019,1,545.71
ME,2019,2,558.89
ME,2019,3,566.48
ME,2019,4,573.8
ME,2020,1,579.3
ME,2020,2,588.07
ME,2020,3,601.52
ME,2020,4,623.23
ME,2021,1,641.99
ME,2021,2,680.65
ME,2021,3,729.23
ME,2021,4,751.56
MI,1975,1,60.23
MI,1975,2,62.57
MI,1975,3,63.16
MI,1975,4,62.31
MI,1976,1,62.68
MI,1976,2,64.2
MI,1976,3,64.32
MI,1976,4,65.63
MI,1977,1,67.31
MI,1977,2,68.14
MI,1977,3,71.27
MI,1977,4,72.66
MI,1978,1,75.59
MI,1978,2,79.49
MI,1978,3,82.96
MI,1978,4,86.81
MI,1979,1,91.27
MI,1979,2,96.08
MI,1979,3,99.11
MI,1979,4,99.46
MI,1980,1,100
MI,1980,2,101.86
MI,1980,3,102.83
MI,1980,4,101.76
MI,1981,1,103.26
MI,1981,2,103.49
MI,1981,3,106.28
MI,1981,4,105.35
MI,1982,1,104.59
MI,1982,2,99.64
MI,1982,3,94.56
MI,1982,4,87.76
MI,1983,1,96.64
MI,1983,2,97.1
MI,1983,3,97.28
MI,1983,4,95.14
MI,1984,1,97.56
MI,1984,2,97.16
MI,1984,3,97.26
MI,1984,4,97.49
MI,1985,1,99.69
MI,1985,2,100.8
MI,1985,3,102.7
MI,1985,4,103.8
MI,1986,1,105.45
MI,1986,2,108.8
MI,1986,3,112.08
MI,1986,4,114.56
MI,1987,1,117.53
MI,1987,2,121.47
MI,1987,3,124.08
MI,1987,4,126.11
MI,1988,1,127.92
MI,1988,2,131.15
MI,1988,3,133.31
MI,1988,4,134.49
MI,1989,1,136.53
MI,1989,2,139.38
MI,1989,3,142.68
MI,1989,4,143.25
MI,1990,1,145.38
MI,1990,2,147.69
MI,1990,3,148.6
MI,1990,4,148.97
MI,1991,1,150.75
MI,1991,2,152.78
MI,1991,3,153.99
MI,1991,4,155.88
MI,1992,1,157.14
MI,1992,2,158.17
MI,1992,3,159.34
MI,1992,4,160.57
MI,1993,1,161.19
MI,1993,2,162.43
MI,1993,3,163.86
MI,1993,4,165.26
MI,1994,1,167.11
MI,1994,2,169.91
MI,1994,3,173.25
MI,1994,4,175.4
MI,1995,1,178.56
MI,1995,2,182.03
MI,1995,3,185.33
MI,1995,4,188.44
MI,1996,1,191.13
MI,1996,2,196.44
MI,1996,3,200.95
MI,1996,4,203.64
MI,1997,1,207.11
MI,1997,2,211.59
MI,1997,3,215.27
MI,1997,4,218.32
MI,1998,1,220.79
MI,1998,2,224.99
MI,1998,3,228.72
MI,1998,4,230.85
MI,1999,1,234.54
MI,1999,2,239.62
MI,1999,3,244.44
MI,1999,4,247.45
MI,2000,1,253.1
MI,2000,2,256.65
MI,2000,3,261.2
MI,2000,4,264.95
MI,2001,1,269.1
MI,2001,2,272.6
MI,2001,3,276.22
MI,2001,4,278.49
MI,2002,1,281.94
MI,2002,2,285.07
MI,2002,3,287.69
MI,2002,4,289.53
MI,2003,1,291.72
MI,2003,2,293.99
MI,2003,3,296.6
MI,2003,4,300.92
MI,2004,1,302.94
MI,2004,2,305.03
MI,2004,3,309.21
MI,2004,4,312.64
MI,2005,1,315.27
MI,2005,2,317.03
MI,2005,3,319.63
MI,2005,4,318.87
MI,2006,1,317.52
MI,2006,2,312.34
MI,2006,3,309.96
MI,2006,4,311.54
MI,2007,1,309.03
MI,2007,2,303.36
MI,2007,3,293.74
MI,2007,4,292.56
MI,2008,1,291.76
MI,2008,2,279.8
MI,2008,3,268.48
MI,2008,4,265.69
MI,2009,1,271.25
MI,2009,2,260.67
MI,2009,3,248.88
MI,2009,4,244.57
MI,2010,1,239.79
MI,2010,2,235.98
MI,2010,3,240.06
MI,2010,4,239.47
MI,2011,1,229.71
MI,2011,2,225.91
MI,2011,3,230.51
MI,2011,4,232.34
MI,2012,1,227.8
MI,2012,2,226.67
MI,2012,3,231.23
MI,2012,4,234.4
MI,2013,1,236.97
MI,2013,2,241.98
MI,2013,3,247.62
MI,2013,4,249.59
MI,2014,1,252.02
MI,2014,2,259.61
MI,2014,3,265.45
MI,2014,4,267.66
MI,2015,1,268.88
MI,2015,2,274.61
MI,2015,3,279.49
MI,2015,4,280.78
MI,2016,1,282.94
MI,2016,2,289.2
MI,2016,3,294.7
MI,2016,4,296.91
MI,2017,1,300.62
MI,2017,2,308.9
MI,2017,3,314.99
MI,2017,4,316.8
MI,2018,1,320.83
MI,2018,2,328.81
MI,2018,3,333.98
MI,2018,4,334.79
MI,2019,1,339.12
MI,2019,2,346.04
MI,2019,3,350.23
MI,2019,4,352.65
MI,2020,1,356.02
MI,2020,2,359.75
MI,2020,3,367.59
MI,2020,4,375.28
MI,2021,1,383.04
MI,2021,2,404.44
MI,2021,3,425.29
MI,2021,4,434.51
MN,1975,1,55.29
MN,1975,2,55.81
MN,1975,3,58.07
MN,1975,4,60
MN,1976,1,62.56
MN,1976,2,62.44
MN,1976,3,62.99
MN,1976,4,64.48
MN,1977,1,66.59
MN,1977,2,68.78
MN,1977,3,73.07
MN,1977,4,74.79
MN,1978,1,76.44
MN,1978,2,82.09
MN,1978,3,85.62
MN,1978,4,87.61
MN,1979,1,91.28
MN,1979,2,94.41
MN,1979,3,97.36
MN,1979,4,99.18
MN,1980,1,100
MN,1980,2,102.41
MN,1980,3,106.64
MN,1980,4,104.73
MN,1981,1,100.45
MN,1981,2,100.01
MN,1981,3,103.53
MN,1981,4,106.61
MN,1982,1,89.38
MN,1982,2,91.7
MN,1982,3,98.73
MN,1982,4,105.97
MN,1983,1,109.67
MN,1983,2,111.57
MN,1983,3,111.41
MN,1983,4,109.21
MN,1984,1,113.38
MN,1984,2,113.5
MN,1984,3,115.41
MN,1984,4,115.59
MN,1985,1,116.63
MN,1985,2,118.09
MN,1985,3,115.45
MN,1985,4,119.75
MN,1986,1,121.16
MN,1986,2,120.33
MN,1986,3,123.93
MN,1986,4,123.78
MN,1987,1,126.66
MN,1987,2,128.89
MN,1987,3,130.26
MN,1987,4,129.33
MN,1988,1,131.61
MN,1988,2,133.45
MN,1988,3,133.4
MN,1988,4,134.2
MN,1989,1,134.65
MN,1989,2,136.48
MN,1989,3,138.52
MN,1989,4,139.23
MN,1990,1,139.28
MN,1990,2,139.29
MN,1990,3,140.08
MN,1990,4,140.03
MN,1991,1,142.04
MN,1991,2,143.15
MN,1991,3,143.52
MN,1991,4,146.02
MN,1992,1,146.74
MN,1992,2,147.58
MN,1992,3,149.27
MN,1992,4,150.24
MN,1993,1,151.55
MN,1993,2,153.01
MN,1993,3,154.95
MN,1993,4,156.59
MN,1994,1,157.54
MN,1994,2,160.35
MN,1994,3,161.66
MN,1994,4,162.17
MN,1995,1,163.76
MN,1995,2,166.82
MN,1995,3,169.86
MN,1995,4,171.97
MN,1996,1,174.32
MN,1996,2,175.54
MN,1996,3,177.24
MN,1996,4,179.21
MN,1997,1,181.41
MN,1997,2,183.32
MN,1997,3,186.71
MN,1997,4,189.35
MN,1998,1,192.5
MN,1998,2,193.9
MN,1998,3,197.9
MN,1998,4,200.2
MN,1999,1,203.49
MN,1999,2,209.58
MN,1999,3,216.19
MN,1999,4,219.03
MN,2000,1,225.28
MN,2000,2,231.96
MN,2000,3,237.74
MN,2000,4,242.35
MN,2001,1,248.76
MN,2001,2,255.45
MN,2001,3,263.18
MN,2001,4,266.69
MN,2002,1,272.22
MN,2002,2,279.53
MN,2002,3,285.56
MN,2002,4,289.96
MN,2003,1,293.97
MN,2003,2,297.38
MN,2003,3,304.33
MN,2003,4,315.31
MN,2004,1,319.08
MN,2004,2,325.38
MN,2004,3,336.34
MN,2004,4,341.24
MN,2005,1,347.9
MN,2005,2,354.98
MN,2005,3,361.49
MN,2005,4,365.53
MN,2006,1,367.35
MN,2006,2,365.38
MN,2006,3,365.67
MN,2006,4,369.66
MN,2007,1,371.63
MN,2007,2,367.63
MN,2007,3,359.9
MN,2007,4,358.56
MN,2008,1,360.11
MN,2008,2,349.08
MN,2008,3,338.61
MN,2008,4,337.56
MN,2009,1,343.53
MN,2009,2,333.57
MN,2009,3,320.12
MN,2009,4,315.85
MN,2010,1,311.04
MN,2010,2,308.24
MN,2010,3,315.18
MN,2010,4,311.07
MN,2011,1,298.14
MN,2011,2,291.4
MN,2011,3,295.15
MN,2011,4,298.1
MN,2012,1,292.59
MN,2012,2,290.67
MN,2012,3,295.3
MN,2012,4,298.56
MN,2013,1,299.71
MN,2013,2,305.38
MN,2013,3,311.8
MN,2013,4,312.1
MN,2014,1,313.95
MN,2014,2,321.95
MN,2014,3,325.09
MN,2014,4,326.22
MN,2015,1,327.05
MN,2015,2,334.04
MN,2015,3,339.08
MN,2015,4,339.86
MN,2016,1,341.83
MN,2016,2,349.54
MN,2016,3,354.94
MN,2016,4,356.89
MN,2017,1,360.43
MN,2017,2,370.91
MN,2017,3,376.02
MN,2017,4,377.46
MN,2018,1,382.82
MN,2018,2,391.64
MN,2018,3,396.27
MN,2018,4,395.62
MN,2019,1,400.29
MN,2019,2,407.78
MN,2019,3,412.48
MN,2019,4,414.81
MN,2020,1,418.81
MN,2020,2,422.08
MN,2020,3,431.02
MN,2020,4,438.73
MN,2021,1,445.54
MN,2021,2,469.61
MN,2021,3,492.18
MN,2021,4,500.46
MO,1975,1,65.36
MO,1975,2,73.89
MO,1975,3,65.58
MO,1975,4,65.14
MO,1976,1,67.08
MO,1976,2,77.45
MO,1976,3,69.4
MO,1976,4,69.17
MO,1977,1,71.42
MO,1977,2,81.36
MO,1977,3,77.54
MO,1977,4,80.24
MO,1978,1,82.67
MO,1978,2,92.76
MO,1978,3,90.04
MO,1978,4,90.96
MO,1979,1,95.99
MO,1979,2,102.59
MO,1979,3,98.52
MO,1979,4,100.59
MO,1980,1,100
MO,1980,2,111.14
MO,1980,3,105.06
MO,1980,4,105.66
MO,1981,1,103.28
MO,1981,2,103.98
MO,1981,3,103.09
MO,1981,4,102.23
MO,1982,1,103.14
MO,1982,2,101.71
MO,1982,3,103.66
MO,1982,4,104.03
MO,1983,1,105.48
MO,1983,2,108.1
MO,1983,3,111.58
MO,1983,4,112.57
MO,1984,1,113.15
MO,1984,2,115.27
MO,1984,3,118.96
MO,1984,4,119.03
MO,1985,1,120.24
MO,1985,2,123.45
MO,1985,3,125.47
MO,1985,4,126.34
MO,1986,1,127.42
MO,1986,2,129.35
MO,1986,3,131.92
MO,1986,4,134.04
MO,1987,1,135.84
MO,1987,2,138.84
MO,1987,3,140.34
MO,1987,4,140.86
MO,1988,1,140.76
MO,1988,2,142.86
MO,1988,3,143.74
MO,1988,4,143.6
MO,1989,1,143.6
MO,1989,2,145.25
MO,1989,3,146.09
MO,1989,4,146.75
MO,1990,1,146.85
MO,1990,2,146.66
MO,1990,3,146.88
MO,1990,4,145.66
MO,1991,1,147.33
MO,1991,2,148.12
MO,1991,3,148.52
MO,1991,4,150.15
MO,1992,1,150.96
MO,1992,2,151.31
MO,1992,3,152.41
MO,1992,4,153.36
MO,1993,1,153.49
MO,1993,2,154.43
MO,1993,3,155.53
MO,1993,4,156.86
MO,1994,1,158.52
MO,1994,2,161.47
MO,1994,3,163.98
MO,1994,4,164.29
MO,1995,1,166.42
MO,1995,2,168.31
MO,1995,3,170.64
MO,1995,4,172.11
MO,1996,1,173.66
MO,1996,2,176.04
MO,1996,3,177.31
MO,1996,4,179.36
MO,1997,1,181
MO,1997,2,182.65
MO,1997,3,184.91
MO,1997,4,186.75
MO,1998,1,188.45
MO,1998,2,190.29
MO,1998,3,192.5
MO,1998,4,194.19
MO,1999,1,196.65
MO,1999,2,199.72
MO,1999,3,202.01
MO,1999,4,204.03
MO,2000,1,207.94
MO,2000,2,210.48
MO,2000,3,213.88
MO,2000,4,216.47
MO,2001,1,220.11
MO,2001,2,223.43
MO,2001,3,226.68
MO,2001,4,228.94
MO,2002,1,232.66
MO,2002,2,235.73
MO,2002,3,238.66
MO,2002,4,241.57
MO,2003,1,243.66
MO,2003,2,245.38
MO,2003,3,248.42
MO,2003,4,254.1
MO,2004,1,257.12
MO,2004,2,260.44
MO,2004,3,266.46
MO,2004,4,270.08
MO,2005,1,274.65
MO,2005,2,278.71
MO,2005,3,283.66
MO,2005,4,286.86
MO,2006,1,289.6
MO,2006,2,290.01
MO,2006,3,292.74
MO,2006,4,296.17
MO,2007,1,297.61
MO,2007,2,298
MO,2007,3,296.35
MO,2007,4,297.63
MO,2008,1,297.98
MO,2008,2,293.97
MO,2008,3,289.13
MO,2008,4,289.78
MO,2009,1,292.13
MO,2009,2,287.42
MO,2009,3,280.71
MO,2009,4,279.44
