State,Year,Quarter,HPI
CT,1980,2,101.63
CT,1980,3,103.81
CT,1980,4,104.79
CT,1981,1,104.42
CT,1981,2,109.73
CT,1981,3,114.22
CT,1981,4,111.69
CT,1982,1,111.83
CT,1982,2,112.32
CT,1982,3,111.05
CT,1982,4,112.98
CT,1983,1,118.79
CT,1983,2,121.09
CT,1983,3,122.52
CT,1983,4,126.24
CT,1984,1,131.12
CT,1984,2,134.59
CT,1984,3,140.29
CT,1984,4,141.81
CT,1985,1,148.35
CT,1985,2,155.49
CT,1985,3,160.05
CT,1985,4,168.84
CT,1986,1,174.51
CT,1986,2,185.4
CT,1986,3,199.38
CT,1986,4,212.65
CT,1987,1,224.92
CT,1987,2,237.36
CT,1987,3,250.2
CT,1987,4,257.55
CT,1988,1,263.37
CT,1988,2,267.58
CT,1988,3,265.81
CT,1988,4,266.35
CT,1989,1,261.7
CT,1989,2,261.5
CT,1989,3,262.36
CT,1989,4,261.35
CT,1990,1,257.45
CT,1990,2,249.63
CT,1990,3,247.04
CT,1990,4,240.33
CT,1991,1,239.94
CT,1991,2,236.52
CT,1991,3,233.83
CT,1991,4,236.1
CT,1992,1,237.12
CT,1992,2,232.46
CT,1992,3,233.28
CT,1992,4,233.09
CT,1993,1,229.48
CT,1993,2,230.1
CT,1993,3,230.08
CT,1993,4,230.68
CT,1994,1,228.74
CT,1994,2,223.57
CT,1994,3,220.67
CT,1994,4,217.89
CT,1995,1,216.69
CT,1995,2,219.48
CT,1995,3,224.8
CT,1995,4,225.02
CT,1996,1,227.98
CT,1996,2,225.11
CT,1996,3,221.86
CT,1996,4,223.22
CT,1997,1,224.54
CT,1997,2,225.58
CT,1997,3,228.16
CT,1997,4,230.43
CT,1998,1,235.98
CT,1998,2,236.05
CT,1998,3,239.54
CT,1998,4,242.64
CT,1999,1,245.94
CT,1999,2,248.92
CT,1999,3,253.7
CT,1999,4,256.8
CT,2000,1,261.56
CT,2000,2,268.68
CT,2000,3,274.47
CT,2000,4,278.27
CT,2001,1,285.14
CT,2001,2,291.25
CT,2001,3,298.39
CT,2001,4,303.62
CT,2002,1,310.1
CT,2002,2,318.98
CT,2002,3,327.66
CT,2002,4,334.55
CT,2003,1,338.78
CT,2003,2,344.36
CT,2003,3,352.57
CT,2003,4,365.49
CT,2004,1,371.83
CT,2004,2,383.91
CT,2004,3,403.4
CT,2004,4,411.14
CT,2005,1,421.64
CT,2005,2,435.8
CT,2005,3,447.83
CT,2005,4,456.84
CT,2006,1,462.83
CT,2006,2,465.11
CT,2006,3,465.55
CT,2006,4,468.2
CT,2007,1,471.33
CT,2007,2,467.66
CT,2007,3,463.9
CT,2007,4,463.17
CT,2008,1,462.65
CT,2008,2,451.8
CT,2008,3,437.85
CT,2008,4,434.19
CT,2009,1,437.64
CT,2009,2,423.41
CT,2009,3,412.71
CT,2009,4,411.36
CT,2010,1,406.56
CT,2010,2,402.07
CT,2010,3,406.59
CT,2010,4,407.3
CT,2011,1,396.76
CT,2011,2,389.5
CT,2011,3,390.65
CT,2011,4,393.73
CT,2012,1,387.19
CT,2012,2,383.2
CT,2012,3,384.23
CT,2012,4,385.54
CT,2013,1,383.65
CT,2013,2,381.97
CT,2013,3,381.53
CT,2013,4,378.52
CT,2014,1,377.16
CT,2014,2,380.35
CT,2014,3,382.87
CT,2014,4,382.6
CT,2015,1,387.37
CT,2015,2,388.62
CT,2015,3,386.3
CT,2015,4,385.92
CT,2016,1,386.03
CT,2016,2,388.02
CT,2016,3,391.36
CT,2016,4,391.73
CT,2017,1,386.22
CT,2017,2,391.69
CT,2017,3,394.19
CT,2017,4,394.05
CT,2018,1,392.22
CT,2018,2,395.41
CT,2018,3,399.08
CT,2018,4,397.34
CT,2019,1,399.11
CT,2019,2,405.7
CT,2019,3,410.24
CT,2019,4,412.53
CT,2020,1,414.15
CT,2020,2,418.55
CT,2020,3,427.58
CT,2020,4,439.47
CT,2021,1,450.66
CT,2021,2,473.86
CT,2021,3,500.16
CT,2021,4,510.22
DC,1975,1,46.49
DC,1975,2,47.77
DC,1975,3,47.22
DC,1975,4,54.59
DC,1976,1,52.97
DC,1976,2,52.89
DC,1976,3,58.87
DC,1976,4,57.49
DC,1977,1,59.48
DC,1977,2,63.88
DC,1977,3,66.57
DC,1977,4,72.24
DC,1978,1,69.18
DC,1978,2,77.82
DC,1978,3,81.13
DC,1978,4,80.66
DC,1979,1,89.22
DC,1979,2,88.48
DC,1979,3,92.29
DC,1979,4,98.57
DC,1980,1,100
DC,1980,2,96.06
DC,1980,3,98.65
DC,1980,4,101.6
DC,1981,1,91.71
DC,1981,2,106.01
DC,1981,3,95.63
DC,1981,4,103.26
DC,1982,1,76.39
DC,1982,2,102.89
DC,1982,3,84.18
DC,1982,4,101.5
DC,1983,1,95.47
DC,1983,2,97.36
DC,1983,3,102.37
DC,1983,4,100.41
DC,1984,1,102.26
DC,1984,2,104.27
DC,1984,3,106.32
DC,1984,4,108.51
DC,1985,1,107.79
DC,1985,2,111.09
DC,1985,3,112.69
DC,1985,4,114.63
DC,1986,1,114.38
DC,1986,2,119.99
DC,1986,3,123.29
DC,1986,4,128.41
DC,1987,1,133.38
DC,1987,2,136.24
DC,1987,3,140.73
DC,1987,4,146.9
DC,1988,1,155.22
DC,1988,2,162.56
DC,1988,3,165.67
DC,1988,4,170.74
DC,1989,1,180.53
DC,1989,2,182.07
DC,1989,3,184.01
DC,1989,4,187.6
DC,1990,1,193.16
DC,1990,2,193
DC,1990,3,188.41
DC,1990,4,188.85
DC,1991,1,190.92
DC,1991,2,192.4
DC,1991,3,190.35
DC,1991,4,193.93
DC,1992,1,196.84
DC,1992,2,196.83
DC,1992,3,196.34
DC,1992,4,194.94
DC,1993,1,193.84
DC,1993,2,194.5
DC,1993,3,195.21
DC,1993,4,195.72
DC,1994,1,197.15
DC,1994,2,189.54
DC,1994,3,189.85
DC,1994,4,182.01
DC,1995,1,185.33
DC,1995,2,184.48
DC,1995,3,189.39
DC,1995,4,192.69
DC,1996,1,195.13
DC,1996,2,191.13
DC,1996,3,188.89
DC,1996,4,190.22
DC,1997,1,190.67
DC,1997,2,192.14
DC,1997,3,190.07
DC,1997,4,190.47
DC,1998,1,198.02
DC,1998,2,199.21
DC,1998,3,200.74
DC,1998,4,206.55
DC,1999,1,208.56
DC,1999,2,213.26
DC,1999,3,219.27
DC,1999,4,225.77
DC,2000,1,235.73
DC,2000,2,244.24
DC,2000,3,251.86
DC,2000,4,256.64
DC,2001,1,267.44
DC,2001,2,279.68
DC,2001,3,291.26
DC,2001,4,300.16
DC,2002,1,309.68
DC,2002,2,320.86
DC,2002,3,335.73
DC,2002,4,345.75
DC,2003,1,353.61
DC,2003,2,360.42
DC,2003,3,371.78
DC,2003,4,391.44
DC,2004,1,406.72
DC,2004,2,427.08
DC,2004,3,456.77
DC,2004,4,481.31
DC,2005,1,503.05
DC,2005,2,532.67
DC,2005,3,564.43
DC,2005,4,592.68
DC,2006,1,601.56
DC,2006,2,609.85
DC,2006,3,615.6
DC,2006,4,625.44
DC,2007,1,631.35
DC,2007,2,630.92
DC,2007,3,632.55
DC,2007,4,625.21
DC,2008,1,612.82
DC,2008,2,596.92
DC,2008,3,583.19
DC,2008,4,576.52
DC,2009,1,578.7
DC,2009,2,561.62
DC,2009,3,556.58
DC,2009,4,564.24
DC,2010,1,557.79
DC,2010,2,560.16
DC,2010,3,569
DC,2010,4,568.55
DC,2011,1,560.87
DC,2011,2,569.12
DC,2011,3,571.27
DC,2011,4,577.83
DC,2012,1,581.62
DC,2012,2,585.41
DC,2012,3,595.21
DC,2012,4,606.44
DC,2013,1,616.32
DC,2013,2,634.53
DC,2013,3,655.64
DC,2013,4,658.32
DC,2014,1,672.99
DC,2014,2,688.9
DC,2014,3,696.25
DC,2014,4,711.96
DC,2015,1,718.25
DC,2015,2,729.92
DC,2015,3,746.5
DC,2015,4,762.13
DC,2016,1,767.5
DC,2016,2,784.3
DC,2016,3,789.99
DC,2016,4,803.85
DC,2017,1,801.38
DC,2017,2,821.28
DC,2017,3,832.38
DC,2017,4,837.54
DC,2018,1,849.5
DC,2018,2,861.21
DC,2018,3,866.49
DC,2018,4,877.94
DC,2019,1,883.27
DC,2019,2,889.26
DC,2019,3,903.24
DC,2019,4,909.01
DC,2020,1,916.12
DC,2020,2,918.46
DC,2020,3,929.66
DC,2020,4,949.78
DC,2021,1,958.62
DC,2021,2,1000.21
DC,2021,3,1023.46
DC,2021,4,1032.85
DE,1975,1,77.2
DE,1975,2,89.74
DE,1975,3,115.93
DE,1975,4,71.89
DE,1976,1,79.74
DE,1976,2,84.65
DE,1976,3,80.55
DE,1976,4,87.02
DE,1977,1,89.93
DE,1977,2,77.99
DE,1977,3,82.19
DE,1977,4,82.87
DE,1978,1,85.32
DE,1978,2,89.35
DE,1978,3,85.49
DE,1978,4,83.76
DE,1979,1,86.45
DE,1979,2,87.04
DE,1979,3,95.1
DE,1979,4,96.3
DE,1980,1,100
DE,1980,2,107.17
DE,1980,3,109.98
DE,1980,4,106.69
DE,1981,1,109.37
DE,1981,2,104.05
DE,1981,3,116.21
DE,1981,4,107.53
DE,1982,1,102.44
DE,1982,2,113.28
DE,1982,3,113.36
DE,1982,4,116.13
DE,1983,1,116.72
DE,1983,2,119.03
DE,1983,3,122.38
DE,1983,4,127.97
DE,1984,1,125.32
DE,1984,2,128.68
DE,1984,3,131.88
DE,1984,4,133.87
DE,1985,1,136.92
DE,1985,2,140.84
DE,1985,3,143.32
DE,1985,4,145.82
DE,1986,1,151.16
DE,1986,2,154.6
DE,1986,3,159.35
DE,1986,4,164.76
DE,1987,1,171.26
DE,1987,2,175.4
DE,1987,3,182.5
DE,1987,4,187.34
DE,1988,1,190.12
DE,1988,2,195.71
DE,1988,3,201.36
DE,1988,4,206.38
DE,1989,1,209.73
DE,1989,2,216.44
DE,1989,3,221.57
DE,1989,4,222.92
DE,1990,1,226.34
DE,1990,2,225.55
DE,1990,3,223.91
DE,1990,4,223.83
DE,1991,1,227.23
DE,1991,2,227.98
DE,1991,3,228.07
DE,1991,4,231.17
DE,1992,1,231.16
DE,1992,2,229.55
DE,1992,3,230.74
DE,1992,4,232.8
DE,1993,1,231.45
DE,1993,2,232.42
DE,1993,3,231.94
DE,1993,4,232.62
DE,1994,1,231.66
DE,1994,2,229.06
DE,1994,3,226.72
DE,1994,4,225.83
DE,1995,1,226.46
DE,1995,2,227.34
DE,1995,3,231.06
DE,1995,4,230.93
DE,1996,1,233.76
DE,1996,2,231.28
DE,1996,3,232.22
DE,1996,4,234.24
DE,1997,1,234.13
DE,1997,2,234.52
DE,1997,3,236.58
DE,1997,4,238.31
DE,1998,1,242.22
DE,1998,2,242.97
DE,1998,3,244.14
DE,1998,4,245.5
DE,1999,1,249.39
DE,1999,2,251.14
DE,1999,3,255.27
DE,1999,4,256.62
DE,2000,1,260.79
DE,2000,2,265.3
DE,2000,3,270.41
DE,2000,4,273.92
DE,2001,1,279.78
DE,2001,2,284.52
DE,2001,3,290.21
DE,2001,4,294.16
DE,2002,1,299.25
DE,2002,2,306.93
DE,2002,3,314.75
DE,2002,4,319.84
DE,2003,1,324.55
DE,2003,2,331.42
DE,2003,3,339.06
DE,2003,4,351.83
DE,2004,1,362.93
DE,2004,2,370.94
DE,2004,3,393.26
DE,2004,4,405.27
DE,2005,1,416.49
DE,2005,2,434.29
DE,2005,3,453.75
DE,2005,4,463.26
DE,2006,1,472.65
DE,2006,2,481.7
DE,2006,3,486.33
DE,2006,4,495.26
DE,2007,1,495.5
DE,2007,2,499.23
DE,2007,3,494.21
DE,2007,4,494.8
DE,2008,1,491.52
DE,2008,2,484.78
DE,2008,3,473.67
DE,2008,4,468.18
DE,2009,1,470.64
DE,2009,2,456.59
DE,2009,3,445.67
DE,2009,4,441.83
DE,2010,1,438.81
DE,2010,2,434.2
DE,2010,3,433.84
DE,2010,4,430.55
DE,2011,1,419.87
DE,2011,2,407.92
DE,2011,3,403.98
DE,2011,4,409.1
DE,2012,1,405.9
DE,2012,2,397.43
DE,2012,3,400.45
DE,2012,4,403.1
DE,2013,1,403.14
DE,2013,2,403.7
DE,2013,3,405.24
DE,2013,4,408.31
DE,2014,1,407.19
DE,2014,2,410.85
DE,2014,3,415.69
DE,2014,4,414.59
DE,2015,1,421.22
DE,2015,2,420.62
DE,2015,3,423.41
DE,2015,4,425.13
DE,2016,1,426.14
DE,2016,2,430.43
DE,2016,3,434.9
DE,2016,4,437.68
DE,2017,1,437.09
DE,2017,2,439.21
DE,2017,3,440.4
DE,2017,4,444.37
DE,2018,1,451.37
DE,2018,2,453.66
DE,2018,3,455.75
DE,2018,4,459.38
DE,2019,1,462.66
DE,2019,2,469.93
DE,2019,3,475.39
DE,2019,4,478.55
DE,2020,1,484.6
DE,2020,2,488.57
DE,2020,3,498.51
DE,2020,4,506.36
DE,2021,1,521.46
DE,2021,2,543.13
DE,2021,3,570.95
DE,2021,4,589.71
FL,1975,1,65.83
FL,1975,2,83.43
FL,1975,3,66.85
FL,1975,4,68.24
FL,1976,1,67.98
FL,1976,2,75.93
FL,1976,3,69.04
FL,1976,4,70.36
FL,1977,1,71.08
FL,1977,2,79.13
FL,1977,3,72.62
FL,1977,4,74.85
FL,1978,1,78.45
FL,1978,2,83.4
FL,1978,3,83.08
FL,1978,4,84.69
FL,1979,1,89.8
FL,1979,2,92.42
FL,1979,3,93.78
FL,1979,4,98.03
FL,1980,1,100
FL,1980,2,99.67
FL,1980,3,105.89
FL,1980,4,108.7
FL,1981,1,110.01
FL,1981,2,112.25
FL,1981,3,108.03
FL,1981,4,104.79
FL,1982,1,113.01
FL,1982,2,114.73
FL,1982,3,104.76
FL,1982,4,112.86
FL,1983,1,121.42
FL,1983,2,123.77
FL,1983,3,124.19
FL,1983,4,124.53
FL,1984,1,125.69
FL,1984,2,126.74
FL,1984,3,128.03
FL,1984,4,126.39
FL,1985,1,127.85
FL,1985,2,128.22
FL,1985,3,128.13
FL,1985,4,129.84
FL,1986,1,131.24
FL,1986,2,134.69
FL,1986,3,135.61
FL,1986,4,135.8
FL,1987,1,136.47
FL,1987,2,138.62
FL,1987,3,138.81
FL,1987,4,139.81
FL,1988,1,141.27
FL,1988,2,144.24
FL,1988,3,145.35
FL,1988,4,146.56
FL,1989,1,147.71
FL,1989,2,148.66
FL,1989,3,151.15
FL,1989,4,152.29
FL,1990,1,153.01
FL,1990,2,152.48
FL,1990,3,153.42
FL,1990,4,152.85
FL,1991,1,154.58
FL,1991,2,155.03
FL,1991,3,154.79
FL,1991,4,157.47
FL,1992,1,159.34
FL,1992,2,157.92
FL,1992,3,160.58
FL,1992,4,160.66
FL,1993,1,160.89
FL,1993,2,162.62
FL,1993,3,163.92
FL,1993,4,165.53
FL,1994,1,165.33
FL,1994,2,164.21
FL,1994,3,164.48
FL,1994,4,164.45
FL,1995,1,165.01
FL,1995,2,167.26
FL,1995,3,170.41
FL,1995,4,171.77
FL,1996,1,173.6
FL,1996,2,172.53
FL,1996,3,173.08
FL,1996,4,174.01
FL,1997,1,176
FL,1997,2,175.95
FL,1997,3,178.24
FL,1997,4,181.32
FL,1998,1,184.84
FL,1998,2,184.64
FL,1998,3,187.01
FL,1998,4,189.74
FL,1999,1,190.86
FL,1999,2,192.35
FL,1999,3,194.63
FL,1999,4,196.98
FL,2000,1,200.89
FL,2000,2,204.46
FL,2000,3,208.78
FL,2000,4,213.14
FL,2001,1,219.3
FL,2001,2,224.82
FL,2001,3,229.98
FL,2001,4,235.51
FL,2002,1,240.2
FL,2002,2,247.52
FL,2002,3,254.52
FL,2002,4,260.27
FL,2003,1,265.83
FL,2003,2,272.25
FL,2003,3,278.78
FL,2003,4,291.75
FL,2004,1,300.62
FL,2004,2,314.77
FL,2004,3,334.48
FL,2004,4,349.77
FL,2005,1,368.48
FL,2005,2,396
FL,2005,3,423.53
FL,2005,4,445.8
FL,2006,1,463.19
FL,2006,2,473.08
FL,2006,3,476.47
FL,2006,4,479.75
FL,2007,1,476.82
FL,2007,2,470.56
FL,2007,3,453.71
FL,2007,4,442.35
FL,2008,1,424.66
FL,2008,2,395.39
FL,2008,3,363.31
FL,2008,4,344.83
FL,2009,1,350.58
FL,2009,2,332.58
FL,2009,3,313.51
FL,2009,4,305.6
FL,2010,1,299.77
FL,2010,2,291.45
FL,2010,3,294.89
FL,2010,4,289.52
FL,2011,1,275.76
FL,2011,2,267.38
FL,2011,3,270.26
FL,2011,4,272.58
FL,2012,1,267.18
FL,2012,2,265.23
FL,2012,3,271.63
FL,2012,4,275.3
FL,2013,1,279.12
FL,2013,2,288.37
FL,2013,3,295.86
FL,2013,4,303.4
FL,2014,1,307.98
FL,2014,2,316.11
FL,2014,3,322.95
FL,2014,4,328.79
FL,2015,1,336.18
FL,2015,2,344.49
FL,2015,3,353
FL,2015,4,359.99
FL,2016,1,366.55
FL,2016,2,375.99
FL,2016,3,386.33
FL,2016,4,392.71
FL,2017,1,400.06
FL,2017,2,409.83
FL,2017,3,417.01
FL,2017,4,425.17
FL,2018,1,433.67
FL,2018,2,441.89
FL,2018,3,449.05
FL,2018,4,452.51
FL,2019,1,459.59
FL,2019,2,465.57
FL,2019,3,473.15
FL,2019,4,479.21
FL,2020,1,486.21
FL,2020,2,492.79
FL,2020,3,501.29
FL,2020,4,514.51
FL,2021,1,530.73
FL,2021,2,564.55
FL,2021,3,606.77
FL,2021,4,640.41
GA,1975,1,73.93
GA,1975,2,72
GA,1975,3,74.3
GA,1975,4,73.66
GA,1976,1,71.28
GA,1976,2,73.08
GA,1976,3,79.12
GA,1976,4,78.37
GA,1977,1,76.77
GA,1977,2,76.23
GA,1977,3,78.75
GA,1977,4,78.61
GA,1978,1,84.23
GA,1978,2,81.72
GA,1978,3,85.35
GA,1978,4,86.34
GA,1979,1,87.93
GA,1979,2,91.12
GA,1979,3,92.18
GA,1979,4,95.61
GA,1980,1,100
GA,1980,2,100.49
GA,1980,3,102.07
GA,1980,4,102.94
GA,1981,1,107.25
GA,1981,2,107.92
GA,1981,3,108.73
GA,1981,4,112.9
GA,1982,1,113.58
GA,1982,2,115.57
GA,1982,3,114.37
GA,1982,4,116.47
GA,1983,1,117.74
GA,1983,2,118.54
GA,1983,3,121.12
GA,1983,4,120.83
GA,1984,1,124.38
GA,1984,2,126.63
GA,1984,3,124.46
GA,1984,4,129.31
GA,1985,1,131.76
GA,1985,2,128.84
GA,1985,3,135.2
GA,1985,4,137.84
GA,1986,1,140.14
GA,1986,2,141.99
GA,1986,3,143.7
GA,1986,4,146.07
GA,1987,1,148.5
GA,1987,2,150.17
GA,1987,3,151.84
GA,1987,4,152.58
GA,1988,1,154.76
GA,1988,2,156.59
GA,1988,3,156.9
GA,1988,4,156.8
GA,1989,1,157.85
GA,1989,2,158.3
GA,1989,3,160.35
GA,1989,4,161.48
GA,1990,1,160.96
GA,1990,2,159.52
GA,1990,3,160.57
GA,1990,4,159.43
GA,1991,1,161.21
GA,1991,2,161.72
GA,1991,3,161.31
GA,1991,4,163.07
GA,1992,1,164.13
GA,1992,2,164.41
GA,1992,3,167.67
GA,1992,4,167.97
GA,1993,1,168.32
GA,1993,2,170.21
GA,1993,3,171.37
GA,1993,4,172.65
GA,1994,1,173.2
GA,1994,2,174.25
GA,1994,3,174.89
GA,1994,4,175.59
GA,1995,1,176.52
GA,1995,2,179.89
GA,1995,3,182.28
GA,1995,4,185.11
GA,1996,1,187.27
GA,1996,2,188.19
GA,1996,3,189.84
GA,1996,4,191.4
GA,1997,1,193.52
GA,1997,2,195.75
GA,1997,3,199
GA,1997,4,201.88
GA,1998,1,205.47
GA,1998,2,207.3
GA,1998,3,211.11
GA,1998,4,214.24
GA,1999,1,217.14
GA,1999,2,220.42
GA,1999,3,224.32
GA,1999,4,226.92
GA,2000,1,229.93
GA,2000,2,233.67
GA,2000,3,237.48
GA,2000,4,241.35
GA,2001,1,248.12
GA,2001,2,251.17
GA,2001,3,254.39
GA,2001,4,257.69
GA,2002,1,259.9
GA,2002,2,261.86
GA,2002,3,266.14
GA,2002,4,269.22
GA,2003,1,271.29
GA,2003,2,273.13
GA,2003,3,274.8
GA,2003,4,278.37
GA,2004,1,282.19
GA,2004,2,284.1
GA,2004,3,287.96
GA,2004,4,292.56
GA,2005,1,296.37
GA,2005,2,300.34
GA,2005,3,305.31
GA,2005,4,309.32
GA,2006,1,312.5
GA,2006,2,314.37
GA,2006,3,316.93
GA,2006,4,322.87
GA,2007,1,325.47
GA,2007,2,326.58
GA,2007,3,324.47
GA,2007,4,326.64
GA,2008,1,327
GA,2008,2,321.99
GA,2008,3,313.17
GA,2008,4,311.87
GA,2009,1,318.63
GA,2009,2,308.88
GA,2009,3,296.26
GA,2009,4,291.99
GA,2010,1,286.38
GA,2010,2,280.25
GA,2010,3,283.06
GA,2010,4,279.24
GA,2011,1,269.01
GA,2011,2,257.41
GA,2011,3,258.99
GA,2011,4,258.4
GA,2012,1,251.77
GA,2012,2,247.42
GA,2012,3,250.47
GA,2012,4,253.49
GA,2013,1,253.81
GA,2013,2,259.77
GA,2013,3,263.38
GA,2013,4,266.69
GA,2014,1,270.73
GA,2014,2,277.08
GA,2014,3,282.36
GA,2014,4,284.42
GA,2015,1,288.56
GA,2015,2,295.4
GA,2015,3,299.3
GA,2015,4,301.71
GA,2016,1,304.71
GA,2016,2,313.03
GA,2016,3,318.79
GA,2016,4,321.46
GA,2017,1,323.84
GA,2017,2,332.29
GA,2017,3,337.48
GA,2017,4,340.92
GA,2018,1,348.76
GA,2018,2,356.95
GA,2018,3,362.64
GA,2018,4,364.77
GA,2019,1,370.13
GA,2019,2,377.56
GA,2019,3,382.81
GA,2019,4,386.71
GA,2020,1,392.31
GA,2020,2,396.62
GA,2020,3,404.31
GA,2020,4,412.8
GA,2021,1,424.54
GA,2021,2,448.68
GA,2021,3,475.89
GA,2021,4,499.53
HI,1975,1,64.84
HI,1975,2,53.99
HI,1975,3,55.51
HI,1975,4,56.12
HI,1976,1,53.8
HI,1976,2,56.71
HI,1976,3,54.84
HI,1976,4,56.47
HI,1977,1,56.28
HI,1977,2,59.14
HI,1977,3,61.06
HI,1977,4,62.91
HI,1978,1,65.85
HI,1978,2,65.33
HI,1978,3,66.9
HI,1978,4,75.12
HI,1979,1,74.17
HI,1979,2,82.13
HI,1979,3,89.65
HI,1979,4,92.87
HI,1980,1,100
HI,1980,2,101.7
HI,1980,3,101.32
HI,1980,4,107.78
HI,1981,1,102.23
HI,1981,2,98.12
HI,1981,3,86.86
HI,1981,4,49.36
HI,1982,1,112.91
HI,1982,2,104.08
HI,1982,3,100.41
HI,1982,4,85.26
HI,1983,1,102.38
HI,1983,2,106.4
HI,1983,3,112.38
HI,1983,4,106.31
HI,1984,1,108.26
HI,1984,2,113.52
HI,1984,3,110.19
HI,1984,4,109.22
HI,1985,1,114.74
HI,1985,2,113.05
HI,1985,3,117
HI,1985,4,118.03
HI,1986,1,119.94
HI,1986,2,120.16
HI,1986,3,121.06
HI,1986,4,123.98
HI,1987,1,128.03
HI,1987,2,131.03
HI,1987,3,133.12
HI,1987,4,136.11
HI,1988,1,144.35
HI,1988,2,151.62
HI,1988,3,155.87
HI,1988,4,166.85
HI,1989,1,178.8
HI,1989,2,183.93
HI,1989,3,196.61
HI,1989,4,203.1
HI,1990,1,218.14
HI,1990,2,231.61
HI,1990,3,242.44
HI,1990,4,251.81
HI,1991,1,257.57
HI,1991,2,260.19
HI,1991,3,260.17
HI,1991,4,263.96
HI,1992,1,263.44
HI,1992,2,262.89
HI,1992,3,264.56
HI,1992,4,265.47
HI,1993,1,264.85
HI,1993,2,266.14
HI,1993,3,265.17
HI,1993,4,266.54
HI,1994,1,267.33
HI,1994,2,264.03
HI,1994,3,265.82
HI,1994,4,258.86
HI,1995,1,257.62
HI,1995,2,261.22
HI,1995,3,261.71
HI,1995,4,262.63
HI,1996,1,257.28
HI,1996,2,251.74
HI,1996,3,242.91
HI,1996,4,239.69
HI,1997,1,236.87
HI,1997,2,230.56
HI,1997,3,230.72
HI,1997,4,229.56
HI,1998,1,231.32
HI,1998,2,231.14
HI,1998,3,231.94
HI,1998,4,231.17
HI,1999,1,230.04
HI,1999,2,228.55
HI,1999,3,224.58
HI,1999,4,224.6
HI,2000,1,231.09
HI,2000,2,230.67
HI,2000,3,233.79
HI,2000,4,239.18
HI,2001,1,247.01
HI,2001,2,250.68
HI,2001,3,254.89
HI,2001,4,258.85
HI,2002,1,262.88
HI,2002,2,268.79
HI,2002,3,277.03
HI,2002,4,280.66
HI,2003,1,288.7
HI,2003,2,295.7
HI,2003,3,304.11
HI,2003,4,321.41
HI,2004,1,336.48
HI,2004,2,355.76
HI,2004,3,389.6
HI,2004,4,403.87
HI,2005,1,423.18
HI,2005,2,448.12
HI,2005,3,476.04
HI,2005,4,502.79
HI,2006,1,520.9
HI,2006,2,525.51
HI,2006,3,535.26
HI,2006,4,533.67
HI,2007,1,540.65
HI,2007,2,541.8
HI,2007,3,538.92
HI,2007,4,536.76
HI,2008,1,531.79
HI,2008,2,520.8
HI,2008,3,505.3
HI,2008,4,496.2
HI,2009,1,493.19
HI,2009,2,472.54
HI,2009,3,459
HI,2009,4,452.49
HI,2010,1,452.18
HI,2010,2,448.92
HI,2010,3,451.73
HI,2010,4,451.94
HI,2011,1,442.64
HI,2011,2,443.17
HI,2011,3,446.36
HI,2011,4,446.18
HI,2012,1,447.86
HI,2012,2,444.59
HI,2012,3,452.93
HI,2012,4,457.28
HI,2013,1,460.17
HI,2013,2,470.44
HI,2013,3,479.26
HI,2013,4,490.46
HI,2014,1,494.01
HI,2014,2,501.42
HI,2014,3,511.86
HI,2014,4,518.62
HI,2015,1,530.5
HI,2015,2,534.18
HI,2015,3,541.88
HI,2015,4,548.83
HI,2016,1,563.39
HI,2016,2,566.34
HI,2016,3,577.56
HI,2016,4,582.93
HI,2017,1,583.58
HI,2017,2,591.73
HI,2017,3,600.06
HI,2017,4,604.01
HI,2018,1,609.61
HI,2018,2,616.16
HI,2018,3,620.51
HI,2018,4,623.98
HI,2019,1,631.16
HI,2019,2,633.69
HI,2019,3,639.24
HI,2019,4,645.23
HI,2020,1,644.6
HI,2020,2,653.3
HI,2020,3,645.86
HI,2020,4,657.41
HI,2021,1,666.16
HI,2021,2,698.7
HI,2021,3,724.96
HI,2021,4,763.16
IA,1975,1,59.29
IA,1975,2,63.46
IA,1975,3,64.24
IA,1975,4,65.7
IA,1976,1,67.74
IA,1976,2,70.35
IA,1976,3,74.27
IA,1976,4,71.33
IA,1977,1,76.23
IA,1977,2,78.32
IA,1977,3,79.95
IA,1977,4,83.5
IA,1978,1,85.73
IA,1978,2,89.88
IA,1978,3,91.15
IA,1978,4,95.38
IA,1979,1,96.25
IA,1979,2,99.48
IA,1979,3,102.66
IA,1979,4,101.52
IA,1980,1,100
IA,1980,2,100.98
IA,1980,3,101.6
IA,1980,4,97.56
IA,1981,1,95.02
IA,1981,2,93.41
IA,1981,3,88.07
IA,1981,4,102.69
IA,1982,1,95.79
IA,1982,2,96.85
IA,1982,3,86.15
IA,1982,4,94.61
IA,1983,1,98.2
IA,1983,2,99.13
IA,1983,3,98.68
IA,1983,4,98.43
IA,1984,1,98.7
IA,1984,2,100.68
IA,1984,3,99.37
IA,1984,4,101
IA,1985,1,101.59
IA,1985,2,101.54
IA,1985,3,103.09
IA,1985,4,102.25
IA,1986,1,103.34
IA,1986,2,103.89
IA,1986,3,104.35
IA,1986,4,103.97
IA,1987,1,105.47
IA,1987,2,105.48
IA,1987,3,105.56
IA,1987,4,102.39
IA,1988,1,104.58
IA,1988,2,106.21
IA,1988,3,108.41
IA,1988,4,107.9
IA,1989,1,109.97
IA,1989,2,111.11
IA,1989,3,113.2
IA,1989,4,114.17
IA,1990,1,115.72
